"Num_Acc","an","mois","jour","hrmn","lum","agg","int","atm","col","com","adr","gps","lat","long","dep"
201600004648,16,5,22,715,1,1,1,1,3,412,"","M",0,"0",10
201600004649,16,6,19,830,1,1,1,2,6,368,"","M",4618882,"495414",10
201600004650,16,6,24,1745,1,1,1,1,6,246,"","M",0,"0",10
201600004651,16,7,2,2200,3,1,1,1,6,93,"","M",0,"0",10
201600004652,16,7,1,1000,1,1,1,1,3,457,"","M",0,"0",10
201600004653,16,7,2,1730,1,1,6,1,6,93,"","M",0,"0",10
201600004654,16,8,7,1445,1,1,1,1,3,115,"","M",0,"0",10
201600004655,16,8,13,1145,1,1,2,1,3,412,"","M",4616571,"496323",10
201600004656,16,9,9,930,1,2,1,1,3,246,"route de polliat","M",4624049,"506443",10
201600004657,16,9,25,1230,1,1,1,1,3,457,"","M",4622372,"498121",10
201600004658,16,10,8,1800,1,1,1,1,1,93,"","M",0,"0",10
201600004659,16,12,4,2345,5,2,1,1,6,412,"le village","M",0,"0",10
201600004660,16,6,17,1700,1,1,1,1,3,249,"","M",0,"0",10
201600004661,16,7,8,1415,1,1,1,1,2,249,"","M",4586725,"491287",10
201600004662,16,9,30,1615,1,2,1,1,3,249,"2300 grande rue","M",4582678,"496821",10
201600004663,16,10,5,1530,1,2,9,1,3,249,"grande Rue","M",0,"0",10
201600004664,16,10,10,1500,1,2,2,1,2,275,"","M",4582527,"493010",10
201600004665,16,1,11,1415,1,2,6,1,6,262,"Avenue de la gare","M",4584810,"505770",10
201600004666,16,1,23,1430,1,1,1,1,7,297,"","M",0,"0",10
201600004667,16,1,30,1600,1,2,1,8,6,49,"RD 1084","M",0,"0",10
201600004668,16,4,8,1115,1,2,1,1,3,49,"521 route Nationale","M",0,"0",10
201600004669,16,5,20,1745,1,1,1,1,7,276,"","M",0,"0",10
201600004670,16,7,29,1845,1,2,1,7,6,32,"126 chemin du Folu","M",0,"0",10
201600004671,16,8,24,1930,1,2,3,1,3,27,"76 rue de la balme","M",0,"0",10
201600004672,16,10,20,1845,1,2,1,1,3,32,"995 route de geneve","M",0,"0",10
201600004673,16,1,24,515,3,1,1,1,7,393,"","M",0,"0",10
201600004674,16,3,18,400,3,1,1,1,3,443,"","M",0,"0",10
201600004675,16,4,14,1205,1,1,1,1,7,45,"","M",0,"0",10
201600004676,16,5,21,2245,3,1,1,1,6,235,"","M",0,"0",10
201600004677,16,6,18,2300,5,2,1,1,1,5,"","M",0,"0",10
201600004678,16,7,13,300,5,1,1,1,7,371,"","M",4594632,"498165",10
201600004679,16,8,8,1800,1,2,2,1,3,85,"le village","M",0,"0",10
201600004680,16,2,7,1330,1,1,2,1,3,428,"","M",0,"0",10
201600004681,16,5,27,2030,1,2,2,1,3,420,"rue de l'église","M",4617218,"480114",10
201600004682,16,7,24,730,2,2,1,7,6,169,"D933","M",0,"0",10
201600004683,16,7,27,1745,1,1,1,1,6,351,"","M",0,"0",10
201600004684,16,9,1,1715,1,2,1,1,6,420,"AVENUE DU PORT","M",4616615,"479084",10
201600004685,16,9,8,1200,1,2,1,1,1,263,"62 BIS RUE DE MACON","M",4608566,"475331",10
201600004686,16,10,13,1845,5,1,1,3,6,169,"","M",0,"0",10
201600004687,16,12,5,1330,1,2,1,5,6,420,"avenue du port","M",0,"0",10
201600004688,16,12,9,1740,5,2,1,5,6,420,"09 rue des écoles","M",4617492,"479898",10
201600004689,16,2,8,1100,1,1,1,1,5,122,"","M",0,"0",70
201600004690,16,3,30,1645,1,2,1,1,7,122,"champ-dus","M",0,"0",70
201600004691,16,6,7,1645,1,2,1,1,6,289,"5 rue de luol / PK29+50","M",0,"0",70
201600004692,16,6,13,2115,2,1,1,2,6,210,"","M",0,"0",70
201600004693,16,6,21,1200,1,1,1,1,6,155,"","M",0,"0",70
201600004694,16,6,13,1115,1,1,1,1,1,139,"","M",0,"0",70
201600004695,16,6,24,1830,1,2,1,1,3,296,"ROUTE DE JANICOU","M",0,"0",70
201600004696,16,8,11,1630,1,1,1,1,6,16,"","M",4468400,"435500",70
201600004697,16,8,26,1500,1,1,1,1,1,230,"","M",4469600,"447400",70
201600004698,16,8,26,2330,5,1,1,1,3,296,"","M",4458900,"439400",70
201600004699,16,11,26,930,1,1,1,1,1,230,"","M",4468700,"446400",70
201600004700,16,2,13,1230,1,1,1,5,1,42,"","M",0,"0",70
201600004701,16,7,15,1515,1,1,9,1,2,133,"","M",4444200,"458900",70
201600004702,16,7,30,1915,1,1,1,1,2,42,"","M",0,"0",70
201600004703,16,8,11,1345,1,1,1,1,3,268,"","M",0,"0",70
201600004704,16,5,16,1330,1,1,1,1,3,167,"","M",0,"0",70
201600004705,16,7,17,1415,1,1,1,1,6,149,"","M",0,"0",70
201600004706,16,1,5,1715,2,1,1,1,6,319,"","M",0,"0",70
201600004707,16,3,18,1930,2,1,1,1,6,346,"","M",4477400,"414600",70
201600004708,16,5,4,1415,1,1,1,1,2,346,"","M",0,"0",70
201600004709,16,9,22,1445,1,1,1,1,5,319,"","M",0,"0",70
201600004710,16,10,9,1130,1,2,1,1,6,319,"12 avenue matteoti","M",0,"0",70
201600004711,16,5,17,815,1,2,1,1,1,341,"Faubourg saint jean","M",0,"0",70
201600004712,16,7,31,1315,1,1,1,1,6,159,"","M",0,"0",70
201600004713,16,10,20,1045,1,1,1,1,6,273,"","M",0,"0",70
201600004714,16,12,11,2015,1,1,1,1,1,341,"","M",0,"0",70
201600004715,16,2,5,1100,1,1,2,1,3,27,"","M",4483000,"481000",70
201600004716,16,2,21,1415,1,1,6,1,3,240,"","M",4484300,"481600",70
201600004717,16,3,25,1500,1,2,3,1,3,27,"Route départementale 21","M",0,"0",70
201600004718,16,5,6,1630,1,1,1,1,1,237,"","M",0,"0",70
201600004719,16,5,10,1745,1,2,1,1,2,181,"route départementale 86","M",4474100,"474100",70
201600004720,16,5,16,830,1,2,1,1,6,349,"Avenue Marx Dormoy","M",0,"0",70
201600004721,16,6,2,1015,1,1,1,1,3,349,"","M",0,"0",70
201600004722,16,7,9,1815,1,1,1,1,3,22,"","M",0,"0",70
201600004723,16,7,22,715,1,1,1,1,1,181,"","M",0,"0",70
201600004724,16,9,19,1030,1,1,1,1,6,261,"","M",4484200,"474900",70
201600004725,16,10,7,845,1,2,1,7,6,261,"cours du temple","M",4482600,"476400",70
201600004726,16,10,19,1700,1,1,1,1,6,349,"","M",0,"0",70
201600004727,16,11,10,1215,1,1,1,8,1,237,"","M",0,"0",70
201600004728,16,11,10,1845,5,2,1,2,6,90,"RD104","M",0,"0",70
201600004729,16,12,1,1800,5,2,1,1,1,349,"avenue Léon Blum","M",0,"0",70
201600004730,16,1,11,2200,3,1,1,1,6,329,"","M",0,"0",70
201600004731,16,6,5,145,3,1,1,9,6,117,"","M",0,"0",70
201600004732,16,10,3,645,3,1,1,1,6,343,"","M",0,"0",70
201600004733,16,11,10,1830,5,2,1,1,2,110,"place de la bourgade","M",0,"0",70
201600004734,16,11,19,1600,1,1,1,1,6,199,"","M",0,"0",70
201600004735,16,8,15,1515,1,1,1,7,1,153,"","M",0,"0",70
201600004736,16,12,29,2015,5,1,1,1,1,211,"","M",0,"0",70
201600004737,16,5,25,2100,2,1,1,1,7,203,"","M",0,"0",70
201600004738,16,7,12,1130,1,1,1,1,1,322,"","M",0,"0",70
201600004739,16,9,6,630,5,1,1,1,6,127,"","M",0,"0",70
201600004740,16,10,24,1000,3,1,1,3,6,156,"","M",0,"0",70
201600004741,16,12,19,1530,1,1,1,2,3,156,"","M",0,"0",70
201600004742,16,4,9,1630,1,1,1,1,6,328,"","M",0,"0",70
201600004743,16,6,16,1845,1,1,1,1,3,183,"","M",0,"0",70
201600004744,16,8,10,1930,1,1,1,1,3,291,"","M",0,"0",70
201600004745,16,2,13,230,3,1,1,5,6,31,"","M",0,"0",70
201600004746,16,4,22,1930,1,1,1,1,6,211,"","M",0,"0",70
201600004747,16,5,15,1830,1,1,1,1,5,24,"","M",0,"0",70
201600004748,16,10,30,1130,1,1,1,1,7,280,"","M",0,"0",70
201600004749,16,3,9,730,1,2,1,1,6,324,"8 quai charles de gaulle","M",0,"0",70
201600004750,16,5,11,1600,1,2,1,1,7,324,"7 avenue de la gare","M",0,"0",70
201600004751,16,6,4,700,1,2,1,1,1,345,"RD86","M",0,"0",70
201600004752,16,7,7,1845,1,2,9,1,6,324,"AVENUE DE NIMES","M",0,"0",70
201600004753,16,7,9,1930,1,2,1,1,6,324,"Avenue du 08 mai 1945","M",0,"0",70
201600004754,16,7,31,1945,1,1,1,8,6,15,"","M",0,"0",70
201600004755,16,8,2,1600,1,2,6,1,1,324,"rond point de l'Octroi","M",0,"0",70
201600004756,16,8,25,930,1,2,1,1,6,324,"ROUTE DES CEVENNES","M",0,"0",70
201600004757,16,9,10,1145,1,1,1,7,6,217,"","M",0,"0",70
201600004758,16,10,7,1830,1,1,1,1,7,245,"","M",0,"0",70
201600004759,16,10,12,1145,1,2,1,1,3,324,"33 rue des poulenards","M",0,"0",70
201600004760,16,11,28,1545,1,1,1,1,7,217,"","M",0,"0",70
201600004761,16,12,2,1800,3,1,1,1,5,15,"","M",0,"0",70
201600004762,16,3,31,330,3,2,1,1,6,10,"chemin de pantu","M",0,"0",70
201600004763,16,11,1,830,1,2,6,1,7,78,"D371","M",0,"0",70
201600004764,16,12,9,2115,3,1,1,1,5,227,"","M",0,"0",70
201600004765,16,12,15,1915,5,2,1,1,4,10,"27 AVENUE DE L EUROPE","M",0,"0",70
201600004766,16,12,26,1715,3,1,1,1,7,89,"","M",0,"0",70
201600004767,16,4,15,1830,2,1,1,1,6,12,"","M",0,"0",70
201600004768,16,4,17,1030,1,1,1,2,6,204,"","M",0,"0",70
201600004769,16,5,3,1730,1,2,1,1,6,64,"Allée des pommiers","M",0,"0",70
201600004770,16,6,22,1330,1,2,6,1,3,64,"Chemin de LAPRA","M",0,"0",70
201600004771,16,9,4,1615,1,2,1,1,6,64,"route d'eyrium","M",0,"0",70
201600004772,16,12,6,1500,1,1,1,1,6,150,"","M",0,"0",70
201600004773,16,12,16,545,3,1,1,5,7,64,"","M",4488500,"442000",70
201600004774,16,12,18,1645,1,1,1,9,7,204,"","M",0,"0",70
201600004775,16,7,8,945,1,1,1,1,1,35,"","M",0,"0",70
201600004776,16,8,2,1400,1,1,1,1,6,129,"","M",0,"0",70
201600004777,16,8,19,1945,1,1,1,1,7,216,"","M",0,"0",70
201600004778,16,7,26,1500,1,1,1,1,1,301,"","M",0,"0",70
201600004779,16,9,27,1030,1,1,1,1,6,13,"","M",0,"0",70
201600004780,16,3,30,1615,1,1,1,1,1,188,"","M",0,"0",70
201600004781,16,5,28,1630,1,1,1,1,7,124,"","M",0,"0",70
201600004782,16,6,18,1945,1,1,1,1,6,69,"","M",0,"0",70
201600004783,16,8,2,845,1,1,1,1,7,185,"","M",0,"0",70
201600004784,16,9,21,1600,1,1,1,1,1,309,"","M",0,"0",70
201600004785,16,1,12,1715,2,1,6,1,1,108,"QUARTIER DE SALEINE","M",0,"0",260
201600004786,16,1,27,945,1,1,1,1,1,125,"SEIGNEURDIEU","M",0,"0",260
201600004787,16,6,3,2030,1,1,1,1,1,183,"PEYROULAND","M",4471483,"508017",260
201600004788,16,6,12,1445,1,1,1,1,6,368,"LE GAP","M",0,"0",260
201600004789,16,7,21,1400,1,1,1,1,1,122,"LES ADRETS","M",0,"0",260
201600004790,16,7,22,1915,1,1,1,1,3,125,"PRAVES","M",0,"0",260
201600004791,16,7,22,1345,1,1,1,1,7,240,"RACHAT","M",0,"0",260
201600004792,16,8,6,1200,1,1,1,1,3,368,"LES TOURS","M",0,"0",260
201600004793,16,8,16,1630,1,1,1,7,3,122,"LES ADRETS","M",0,"0",260
201600004794,16,9,16,1800,1,1,1,1,1,258,"RD 6","M",0,"0",260
201600004795,16,5,5,1430,1,1,1,1,1,299,"CLEF","M",0,"0",260
201600004796,16,6,2,1630,1,1,1,8,1,86,"LE MAUPAS","M",0,"0",260
201600004797,16,8,7,1200,1,1,1,1,2,113,"MALADERIE","M",4473907,"538736",260
201600004798,16,8,14,415,3,1,1,1,7,248,"LES TACTIERES","M",0,"0",260
201600004799,16,9,4,1245,1,1,1,1,3,69,"RD 518","M",0,"0",260
201600004800,16,1,15,1000,1,1,1,1,1,168,"POMMARET","M",0,"0",260
201600004801,16,6,10,2215,3,1,1,1,3,168,"CHAMP BERTRAND","M",0,"0",260
201600004802,16,8,3,1630,1,1,1,1,1,243,"SERRE CRUE","M",0,"0",260
201600004803,16,9,4,1845,1,1,1,1,2,101,"BERLAN","M",0,"0",260
201600004804,16,11,20,10,3,1,1,1,6,85,"RTE DE ST PAUL","M",0,"0",260
201600004805,16,1,31,1115,1,1,1,1,3,220,"RTE DE MONTELIMAR","M",0,"0",260
201600004806,16,2,5,1145,1,2,1,1,6,220,"ROUTE DES RIEUX","M",4435910,"514710",260
201600004807,16,6,22,800,1,2,1,7,3,220,"RUE DOCTEUR ROUX","M",4435853,"513516",260
201600004808,16,9,11,45,3,1,1,1,1,16,"LA CHARITE","M",0,"0",260
201600004809,16,8,30,1215,1,1,3,1,3,377,"","M",0,"0",260
201600004810,16,11,22,700,2,2,7,3,6,220,"1 place de la libération","M",4436017,"513782",260
201600004811,16,11,24,1215,1,2,6,8,3,220,"GIRATOIRE DES LAURONS","M",4435415,"511757",260
201600004812,16,11,28,845,1,1,6,1,6,220,"ROND POINT DES  HORTZ","M",0,"0",260
201600004813,16,12,4,210,3,1,1,1,6,220,"LES HAUTS CLOTS","M",0,"0",260
201600004814,16,10,14,1914,5,2,1,3,6,691,"rue adrien nordet","M",4984711,"328939",20
201600004815,16,10,13,810,1,2,3,1,7,691,"rue de vermand","M",4984949,"327417",20
201600004816,16,10,17,1730,1,2,1,1,6,691,"rue georges pompidou","M",4985786,"328970",20
201600004817,16,2,16,55,5,1,1,1,1,691,"D1029 viaduc","M",4983767,"328468",20
201600004818,16,2,29,810,1,2,1,7,6,691,"","M",4984935,"326953",20
201600004819,16,10,15,1200,1,2,1,1,6,691,"1, MAIRESSE (RUE DU DOCT","M",4984768,"328430",20
201600004820,16,3,20,1835,2,2,3,1,2,691,"19 rue alexandre ribot","M",4985826,"330165",20
201600004821,16,5,17,1639,1,2,1,1,6,691,"37 bd henri martin","M",4984505,"327900",20
201600004822,16,8,3,1405,1,2,1,1,6,691,"24, BLUM (BD LEON)","M",4984060,"328993",20
201600004823,16,8,22,515,5,2,6,1,3,691,"place crommelin","M",4985270,"328634",20
201600004824,16,8,5,1715,1,1,3,1,1,691,"av archimede","M",4985859,"326018",20
201600004825,16,9,26,1710,1,2,2,1,6,691,"39, FUSILLES-F.N.D (AVEN","M",4983567,"331235",20
201600004826,16,5,21,1515,1,1,1,1,7,127,"LE COLLET","M",0,"0",260
201600004827,16,7,17,1415,1,1,1,7,1,303,"RD 64","M",0,"0",260
201600004828,16,7,24,1145,1,1,1,1,6,188,"RD 40","M",0,"0",260
201600004829,16,10,4,1520,1,1,3,1,3,659,"","M",4985226,"332865",20
201600004830,16,5,28,2300,4,1,1,1,6,304,"PIOCEL","M",0,"0",260
201600004831,16,9,19,1730,1,1,3,7,7,112,"LONG EYGUES","M",0,"0",260
201600004832,16,1,22,1045,1,1,1,1,3,314,"ROCHE DANSE","M",0,"0",260
201600004833,16,7,13,1800,1,1,1,1,3,148,"RTE DE BEAUREPAIRE","M",0,"0",260
201600004834,16,9,25,1000,1,2,1,1,6,148,"RUE DU PALAIS IDEAL","M",4525616,"502766",260
201600004835,16,4,15,1545,1,1,1,1,1,320,"CAMPAVERT","M",0,"0",260
201600004836,16,7,12,1545,1,1,1,2,1,320,"RD 532","M",0,"0",260
201600004837,16,1,14,1545,1,2,1,2,1,333,"AV EUGENE BUISSONNET","M",4517240,"481910",260
201600004838,16,2,10,2300,5,2,1,4,7,256,"RD1075/route de BILIEU","M",0,"0",380
201600004839,16,3,15,1315,1,1,1,1,1,381,"rt de marlieu","M",4554623,"546854",380
201600004840,16,3,31,1515,1,1,1,1,3,124,"","M",0,"0",380
201600004841,16,4,8,1030,1,1,1,1,4,543,"","M",4510600,"579400",380
201600004842,16,6,23,800,1,2,1,7,6,261,"89 route de grenoble","M",0,"0",380
201600004843,16,2,22,1,3,1,1,1,1,805,"ROUTE NATIONALE 2","M",4937789,"336767",20
201600004844,16,3,16,810,1,2,3,1,6,722,"1 rue de l arquebuse","M",4937659,"333254",20
201600004845,16,4,6,106,5,2,3,1,6,722,"1, PRESLES ( BOULEVARD )","M",4937651,"331029",20
201600004846,16,7,12,855,1,2,2,1,6,722,"29, COLLEGE ( RUE DU )","M",4938210,"332453",20
201600004847,16,7,20,950,1,2,1,1,6,722,"66, SAINT-MARTIN (RUE)","M",4937960,"332815",20
201600004848,16,9,16,2215,5,2,1,2,6,722,"34, GEORGES CLEMENCEAU (","M",4937819,"331019",20
201600004849,16,11,21,1756,5,2,9,9,6,722,"13, TOUR DE VILLE (BOULE","M",4937066,"332367",20
201600004850,16,12,5,1150,1,1,6,1,6,722,"CD 1","M",4935962,"331540",20
201600004851,16,12,15,1805,5,2,3,1,3,722,"","M",4936827,"331052",20
201600004852,16,11,21,1805,2,2,1,8,6,722,"PRESLES ( BOULEVARD )","M",4937520,"330873",20
201600004853,16,2,29,2215,3,1,1,4,7,567,"","M",0,"0",380
201600004854,16,4,1,1630,1,2,3,1,3,175,"bd de la République","M",4526900,"591400",380
201600004855,16,7,20,1100,1,2,1,1,1,547,"32 Avenue des papeteries","M",4523356,"588567",380
201600004856,16,9,30,830,1,1,1,1,5,422,"Le sonnant d'uriage","M",4516446,"580833",380
201600004857,16,9,29,1600,1,2,1,1,6,150,"5 chemin des contamines","M",4520200,"583100",380
201600004858,16,12,2,1630,1,2,4,1,3,547,"14 boulevard Jules Ferry","M",4523925,"588956",380
201600004859,16,12,7,1115,1,2,1,1,2,150,"9 rue Marius CHARLES","M",4520336,"583728",380
201600004860,16,1,9,1145,1,1,1,1,1,158,"av maquis de l''oisans","M",4514683,"576516",380
201600004861,16,1,17,1200,1,1,4,1,6,188,"ch de Romage/Vard","M",4514483,"578251",380
201600004862,16,4,19,1615,1,2,1,1,6,309,"Rue Philippe Rameau","M",0,"0",380
201600004863,16,9,25,730,1,2,1,1,1,158,"avenue de bresson","M",0,"0",380
201600004864,16,11,19,1545,1,2,6,1,3,158,"jean monnet","M",4515303,"573384",380
201600004865,16,11,30,1245,1,2,1,1,3,57,"rue de la RÃ(c)publique","M",0,"0",380
201600004866,16,12,2,1600,1,2,1,1,2,158,"40 avenue jean jaures","M",0,"0",380
201600004867,16,12,12,830,1,1,1,1,6,188,"","M",0,"0",380
201600004868,16,10,21,1700,1,2,1,1,6,317,"60, cours saint andré","M",4513057,"569977",380
201600004869,16,12,21,1545,1,1,1,1,5,317,"","M",0,"0",380
201600004870,16,3,26,1600,1,2,6,1,2,314,"Avenue de la gare","M",0,"0",380
201600004871,16,4,24,600,2,2,1,8,6,27,"pont de la gache","M",4543549,"600396",380
201600004872,16,5,1,2215,3,1,1,2,6,439,"","M",0,"0",380
201600004873,16,7,10,1500,1,1,1,1,1,6,"","M",4540804,"608647",380
201600004874,16,7,15,2145,2,1,1,1,6,6,"","M",0,"0",380
201600004875,16,7,27,1615,1,2,9,1,6,314,"parking av de la gare","M",0,"0",380
201600004876,16,10,14,1430,1,2,1,1,3,6,"7 boulevard jules ferry","M",4539539,"607247",380
201600004877,16,11,16,1645,1,1,1,1,7,314,"route des gorges","M",4543552,"603461",380
201600004878,16,11,22,1430,1,1,1,8,7,314,"","M",4543532,"603400",380
201600004879,16,12,7,1745,5,2,1,1,6,314,"rue jacques vaucanson","M",4542670,"600617",380
201600004880,16,1,16,1245,1,2,1,2,3,382,"avenue de san marino","M",0,"0",380
201600004881,16,1,24,1730,2,2,6,1,3,382,"Avenue de Karben","M",0,"0",380
201600004882,16,2,21,2100,5,2,1,1,3,382,"avenue général de Gaulle","M",0,"0",380
201600004883,16,3,25,1915,5,2,1,1,4,382,"Rue de l'Isère","M",0,"0",380
201600004884,16,4,20,1915,2,2,2,1,3,382,"inter Casimier Brenier","M",4523500,"567641",380
201600004885,16,5,18,445,4,2,1,1,1,382,"","M",0,"0",380
201600004886,16,7,16,630,1,2,6,1,3,382,"avenue San Marino","M",4523707,"566312",380
201600004887,16,8,1,1115,1,1,9,1,7,328,"","M",0,"0",380
201600004888,16,8,4,1045,1,2,1,1,2,382,"avenue San Marino","M",0,"0",380
201600004889,16,8,10,1430,1,2,9,1,6,382,"1 rue des abattoirs","M",0,"0",380
201600004890,16,8,16,1600,1,1,1,1,6,382,"","M",0,"0",380
201600004891,16,9,25,1545,1,2,1,1,1,382,"rue des iles","M",0,"0",380
201600004892,16,9,30,1430,1,2,1,1,3,382,"route de lyon","M",0,"0",380
201600004893,16,11,23,1400,1,1,1,1,1,382,"","M",0,"0",380
201600004894,16,12,9,1545,1,2,9,1,7,382,"1 rue des abattoirs","M",0,"0",380
201600004895,16,1,1,445,3,1,1,2,6,405,"","M",0,"0",380
201600004896,16,2,13,445,3,1,1,9,7,442,"","M",0,"0",380
201600004897,16,3,28,1015,1,1,1,2,7,405,"","M",0,"0",380
201600004898,16,4,13,2115,5,1,1,8,6,405,"","M",0,"0",380
201600004899,16,6,18,1530,1,1,6,1,1,412,"","M",0,"0",380
201600004900,16,1,10,1215,1,2,1,1,3,474,"Avenue de l' ARGENTIERE","M",0,"0",380
201600004901,16,3,30,700,2,2,1,1,1,474,"RD1532 - Ch. 4 Lauzes","M",0,"0",380
201600004902,16,5,7,1345,1,1,1,1,7,153,"","M",4518347,"562116",380
201600004903,16,5,30,1100,1,2,1,1,3,474,"rue de l'argentiere","M",0,"0",380
201600004904,16,6,25,1415,1,1,1,1,7,153,"","M",4520423,"563238",380
201600004905,16,7,3,1530,1,1,1,1,1,474,"","M",4521667,"564565",380
201600004906,16,7,23,1545,1,1,1,1,3,474,"","M",0,"0",380
201600004907,16,11,8,1215,1,2,3,1,3,474,"14 rue des PIES","M",4519920,"566601",380
201600004908,16,2,24,2130,5,2,1,1,3,503,"RD 1090","M",0,"0",380
201600004909,16,4,19,1715,1,2,9,1,2,511,"RD 1090","M",4536233,"595537",380
201600004910,16,4,29,1330,1,2,1,1,1,70,"157 route de Savoie","M",0,"0",380
201600004911,16,6,1,1745,1,2,1,1,3,367,"60 rte des 3 villages","M",4532430,"589618",380
201600004912,16,6,27,1745,1,1,1,1,1,214,"","M",0,"0",380
201600004913,16,7,5,1915,1,2,1,1,6,466,"Rue Combe d'Alloix","M",0,"0",380
201600004914,16,9,4,1545,1,1,1,1,1,2,"","M",0,"0",380
201600004915,16,11,27,145,3,1,1,9,7,181,"","M",4535346,"599127",380
201600004916,16,12,14,930,1,2,1,9,7,503,"261 avenue de Savoie","M",4532792,"593552",380
201600004917,16,12,15,1800,5,2,1,1,1,501,"avenue du grc)sivaudan","M",0,"0",380
201600004918,16,12,29,1930,3,1,1,1,6,501,"","M",0,"0",380
201600004919,16,12,31,1345,1,1,2,1,1,503,"inter r du port st gerva","M",4532503,"593508",380
201600004920,16,1,22,1215,1,2,1,1,3,524,"Rte Martinais d'en Bas","M",0,"0",380
201600004921,16,5,4,2130,3,1,6,1,7,524,"","M",0,"0",380
201600004922,16,4,27,1330,1,2,1,1,6,524,"16 avenue de provence","M",4508509,"568225",380
201600004923,16,5,19,1545,1,2,1,2,6,545,"avenue de rivalta","M",0,"0",380
201600004924,16,6,11,830,1,2,1,1,3,545,"AVE DU GENARAL DE GAULLE","M",0,"0",380
201600004925,16,8,27,315,3,2,1,1,6,545,"le crozet","M",0,"0",380
201600004926,16,10,25,1645,1,2,1,1,1,545,"av de la gare decheterie","M",4504768,"568690",380
201600004927,16,11,8,815,2,2,1,5,3,524,"RUE NOTRE DAME DE LACHAL","M",0,"0",380
201600004928,16,11,29,1730,3,2,1,1,1,524,"","M",0,"0",380
201600004929,16,5,23,2045,3,1,1,3,7,205,"","M",0,"0",380
201600004930,16,6,10,1345,1,1,1,1,6,548,"","M",0,"0",380
201600004931,16,7,3,700,1,1,1,1,6,205,"","M",4511644,"557201",380
201600004932,16,7,9,2030,2,1,1,1,7,548,"dechetterie fenat","M",4508335,"553134",380
201600004933,16,7,14,345,1,1,1,1,6,548,"","M",0,"0",380
201600004934,16,8,8,1945,1,1,1,1,1,548,"lieu dit l'olette","M",4514258,"559413",380
201600004935,16,10,16,1530,1,1,1,1,6,548,"Gorges de la bourne","M",4508009,"552182",380
201600004936,16,12,29,1200,1,1,1,7,5,205,"","M",0,"0",380
201600004937,16,1,25,1018,1,2,3,1,6,59,"77 route de tergnier","M",4965806,"333619",20
201600004938,16,12,30,1610,1,2,7,5,6,738,"RAOUL DAUTRY","M",4966438,"328539",20
201600004939,16,1,29,957,1,1,2,8,5,59,"D1032","",NA,NA,20
201600004940,16,1,30,805,1,1,1,2,5,212,"D1032","M",0,"0",20
201600004941,16,1,27,1200,1,2,3,1,6,738,"3 avenue du gal de gaull","M",4965422,"329308",20
201600004942,16,2,16,1230,1,2,1,1,6,59,"52 rue de tergnier","M",4965863,"334345",20
201600004943,16,6,6,1800,1,2,9,1,3,212,"24, CHAUNY(ROUTE DE )","M",4964824,"327290",20
201600004944,16,6,29,1840,1,2,1,1,6,738,"48, BRUNEHAUT (CHAUSSEE)","M",4939591,"316439",20
201600004945,16,7,10,1925,1,1,1,1,7,165,"D 1044","M",4964533,"339491",20
201600004946,16,7,11,2045,1,2,2,1,1,738,"86, JEAN JAURES","M",4965695,"330482",20
201600004947,16,8,20,1745,1,2,1,1,6,738,"rue racine","M",4965506,"328967",20
201600004948,16,10,29,925,1,2,3,1,1,738,"","M",4965318,"329249",20
201600004949,16,11,5,1459,1,2,7,7,6,738,"1, PLACE LIONEL LEFEVRE","M",4965923,"329741",20
201600004950,16,11,10,820,1,2,3,2,3,738,"36 rue pasteur","M",4966957,"330064",20
201600004951,16,3,12,1700,1,2,4,1,7,565,"avenue juin 1940","M",4530266,"562639",380
201600004952,16,4,30,1800,1,2,6,2,3,565,"Route de lyon","M",4530835,"562162",380
201600004953,16,6,11,1430,1,2,1,1,6,565,"avenue du juin 1940","M",0,"0",380
201600004954,16,6,14,915,1,1,1,2,6,565,"avenue du juin 1940","M",4530273,"562634",380
201600004955,16,7,3,1700,1,1,1,1,1,312,"","M",4533774,"566169",380
201600004956,16,7,9,315,4,2,1,1,6,61,"Route de Grenoble","M",4532995,"562101",380
201600004957,16,7,28,715,1,2,6,1,3,565,"avenue de juin 1940","M",4529566,"562890",380
201600004958,16,2,18,2145,3,1,1,1,1,413,"","M",0,"0",380
201600004959,16,5,6,1600,1,1,1,1,6,128,"","M",4482291,"595261",380
201600004960,16,5,6,1945,1,1,1,1,6,224,"","M",0,"0",380
201600004961,16,7,11,1945,1,1,1,1,1,266,"","M",0,"0",380
201600004962,16,9,30,1815,1,1,1,1,7,361,"","M",0,"0",380
201600004963,16,11,11,945,1,2,3,1,1,304,"le collet D529","M",4494880,"575787",380
201600004964,16,12,10,1900,5,2,3,1,1,269,"av. dr Tagnard/zone com","M",4491015,"579383",380
201600004965,16,7,31,945,1,1,1,1,6,424,"","M",4476873,"566261",380
201600004966,16,9,9,2330,3,1,1,1,6,321,"","M",0,"0",380
201600004967,16,9,11,1245,1,2,1,1,7,113,"quartier de la gare","M",4482684,"560879",380
201600004968,16,2,13,1115,1,2,1,1,6,562,"7 rue casimir Perrier","M",0,"0",380
201600004969,16,5,19,1545,1,1,1,2,5,445,"","M",0,"0",380
201600004970,16,7,1,1745,1,1,1,1,2,68,"","M",4510402,"571359",380
201600004971,16,7,12,1515,1,1,1,1,1,203,"","M",0,"0",380
201600004972,16,8,2,1730,1,1,1,1,5,364,"","M",4505362,"580600",380
